Frame,Class,Confidence,X_min,Y_min,X_max,Y_max
126,person,0.9126294851303101,602,420,753,716
126,person,0.8914055824279785,989,399,1172,716
126,person,0.8613495826721191,0,427,126,717
126,person,0.8534862399101257,369,388,527,720
126,person,0.8493818640708923,537,420,617,642
126,person,0.671124279499054,1126,420,1221,712
126,person,0.6157821416854858,135,410,227,663
126,person,0.5579584240913391,908,419,969,614
126,person,0.5048120617866516,205,438,257,497
126,person,0.41409429907798767,120,568,179,720
126,person,0.3816925585269928,890,421,964,610
126,handbag,0.357638418674469,888,448,942,519
126,handbag,0.34625834226608276,887,471,937,516
126,person,0.3206421434879303,813,402,848,482
126,person,0.3174539804458618,917,402,989,613
126,person,0.28286778926849365,1200,387,1246,459
126,person,0.25851714611053467,222,306,265,387
127,person,0.9011774659156799,593,419,753,718
127,person,0.8968872427940369,992,400,1178,716
127,person,0.8489217162132263,371,389,526,720
127,person,0.8386657238006592,538,421,618,645
127,person,0.7836815714836121,0,425,130,716
127,person,0.6743971109390259,1132,415,1225,713
127,person,0.5891600251197815,916,421,980,613
127,person,0.5854912400245667,141,411,234,661
127,person,0.5153952240943909,209,437,262,496
127,person,0.37492141127586365,820,399,851,481
127,handbag,0.3579327464103699,891,472,941,516
127,handbag,0.3573203384876251,891,442,945,522
127,person,0.3283310532569885,125,434,185,720
127,person,0.30815577507019043,123,565,184,720
127,person,0.29947105050086975,893,422,964,574
127,suitcase,0.2898368537425995,970,647,1030,720
127,person,0.2738649547100067,1206,387,1250,462
128,person,0.8921696543693542,1001,398,1187,716
128,person,0.8858119249343872,593,416,756,719
128,person,0.8543217778205872,392,388,528,717
128,person,0.8296558260917664,2,426,137,717
128,person,0.7833836674690247,535,420,621,646
128,person,0.7101987600326538,143,409,239,661
128,person,0.6950246691703796,1131,419,1234,713
128,person,0.6719344258308411,130,569,190,720
128,person,0.6629768013954163,914,417,988,612
128,person,0.6478487253189087,217,440,267,496
128,suitcase,0.40540406107902527,977,645,1036,720
128,person,0.3484480381011963,824,398,856,479
128,person,0.32560622692108154,845,400,868,475
128,person,0.3101564049720764,838,397,866,478
128,person,0.28437352180480957,899,418,977,592
128,person,0.2524265646934509,1233,438,1279,633
129,person,0.8832263946533203,403,388,531,719
129,person,0.8825516104698181,1006,399,1195,716
129,person,0.8473714590072632,606,417,759,718
129,person,0.8249584436416626,539,421,622,649
129,person,0.784152090549469,10,425,143,720
129,person,0.7544450163841248,1144,416,1239,715
129,person,0.7355435490608215,146,410,248,661
129,person,0.6248826384544373,922,420,998,614
129,person,0.575007438659668,221,439,272,496
129,person,0.48950397968292236,133,570,197,720
129,person,0.3345756232738495,592,432,665,641
129,person,0.33163049817085266,1193,402,1246,492
129,person,0.3283211588859558,1221,382,1265,461
129,suitcase,0.30329474806785583,983,646,1041,720
129,person,0.296868234872818,904,427,958,573
129,person,0.2845645844936371,941,417,1003,617
129,bicycle,0.26072677969932556,815,435,860,485
129,person,0.25562936067581177,986,375,1030,447
129,person,0.2506161034107208,220,438,273,577
130,person,0.8953617811203003,398,389,531,718
130,person,0.8866989016532898,1010,400,1200,715
130,person,0.8769226670265198,592,419,755,718
130,person,0.8291438817977905,541,420,623,646
130,person,0.7840275764465332,11,427,146,718
130,person,0.7607592344284058,1148,415,1247,714
130,person,0.712356448173523,151,409,251,661
130,person,0.6430373191833496,927,420,999,614
130,person,0.5875011086463928,222,439,274,496
130,person,0.46625322103500366,135,566,198,720
130,person,0.3781411647796631,905,423,961,574
130,person,0.37525373697280884,910,421,991,593
130,person,0.36578789353370667,831,396,867,480
130,suitcase,0.30410313606262207,984,645,1043,720
130,person,0.25546225905418396,235,307,282,389
131,person,0.8931055068969727,397,389,528,719
131,person,0.8884665369987488,1011,399,1201,715
131,person,0.8719474673271179,591,415,746,716
131,person,0.8476764559745789,541,423,619,650
131,person,0.7969529032707214,1148,415,1248,714
131,person,0.7899131774902344,12,427,142,717
131,person,0.722999095916748,151,410,253,663
131,person,0.7123682498931885,928,421,1003,615
131,person,0.6263157725334167,222,439,275,496
131,person,0.539461076259613,134,567,199,720
131,person,0.3617016077041626,832,395,866,479
131,suitcase,0.3616943359375,985,646,1043,720
131,person,0.34475377202033997,906,425,960,574
131,person,0.29002663493156433,1195,390,1261,506
131,person,0.27307283878326416,910,421,981,583
131,person,0.2592054009437561,235,306,282,389
132,person,0.893074631690979,1014,399,1204,714
132,person,0.8722076416015625,591,425,744,716
132,person,0.869075357913971,394,391,530,719
132,person,0.8100653290748596,540,424,617,657
132,person,0.7649447321891785,15,427,146,717
132,person,0.7058174014091492,1153,413,1248,708
132,person,0.6797165274620056,923,421,1006,617
132,person,0.6540758013725281,155,409,251,662
132,person,0.6251315474510193,224,438,276,497
132,person,0.5510113835334778,137,567,200,720
132,suitcase,0.39068612456321716,986,646,1046,720
132,handbag,0.3203333616256714,910,471,957,521
132,person,0.3200191855430603,833,395,869,476
132,person,0.29207372665405273,1195,398,1252,516
132,person,0.2896588444709778,225,438,275,527
133,person,0.900204598903656,1018,398,1207,714
133,person,0.8773795366287231,602,433,742,716
133,person,0.8737874627113342,387,394,528,719
133,person,0.7908066511154175,539,425,616,659
133,person,0.7481262683868408,16,424,153,720
133,person,0.7195308208465576,928,418,1012,619
133,person,0.6695276498794556,1152,416,1254,709
133,person,0.6467400193214417,161,409,257,659
133,person,0.5446997284889221,139,569,204,720
133,person,0.5380513668060303,227,439,278,496
133,suitcase,0.41545334458351135,989,648,1048,720
133,person,0.3717541992664337,224,438,279,597
133,person,0.345765620470047,834,395,867,458
133,person,0.30068567395210266,1134,385,1169,452
133,person,0.26379573345184326,916,420,1003,585
133,motorcycle,0.250687837600708,823,435,865,484
134,person,0.8916882276535034,1020,399,1211,715
134,person,0.8549133539199829,384,395,523,717
134,person,0.8502827286720276,601,432,738,718
134,person,0.7903437614440918,539,424,616,661
134,person,0.7734270691871643,20,426,157,718
134,person,0.7507241368293762,938,418,1014,619
134,person,0.6024966835975647,163,409,258,655
134,person,0.6004810929298401,1158,412,1258,713
134,person,0.5978832244873047,144,568,208,720
134,person,0.49450692534446716,231,440,280,496
134,handbag,0.37867850065231323,918,463,970,523
134,suitcase,0.3609926998615265,994,646,1052,720
134,person,0.34772512316703796,226,438,280,591
134,motorcycle,0.27559754252433777,705,441,821,513
134,person,0.2729225158691406,1180,403,1277,706
134,person,0.2662508487701416,1135,387,1172,457
134,person,0.25654107332229614,1234,387,1279,463
135,person,0.899610698223114,1023,399,1214,715
135,person,0.8786047697067261,382,397,518,717
135,person,0.8455695509910583,598,432,731,716
135,person,0.8347348570823669,537,424,616,657
135,person,0.8107006549835205,940,418,1015,620
135,person,0.7830984592437744,17,425,154,718
135,person,0.6248586177825928,1158,418,1257,713
135,person,0.6074613928794861,165,410,253,655
135,person,0.5963401794433594,145,563,208,720
135,person,0.44954121112823486,231,437,282,494
135,suitcase,0.4341173768043518,994,647,1052,720
135,person,0.37742897868156433,225,435,281,595
135,person,0.31996071338653564,1135,391,1176,458
135,person,0.3042012155056,992,371,1040,452
135,person,0.289459764957428,1207,403,1270,497
135,person,0.26944422721862793,1238,385,1279,463
135,truck,0.2541406452655792,915,331,1218,487
135,person,0.25334182381629944,852,398,881,469
135,person,0.25191405415534973,842,397,875,460
136,person,0.8912273645401001,1020,397,1213,714
136,person,0.884050726890564,376,397,508,718
136,person,0.868381679058075,588,427,723,713
136,person,0.8444672226905823,525,424,608,654
136,person,0.7816317081451416,938,419,1015,621
136,person,0.7763312458992004,17,423,155,716
136,person,0.654767632484436,141,563,207,720
136,person,0.6446257829666138,160,407,249,654
136,person,0.5850065350532532,1165,414,1264,713
136,person,0.48866891860961914,225,436,279,594
136,suitcase,0.38679999113082886,993,647,1052,720
136,person,0.3027952313423157,230,437,279,493
136,motorcycle,0.30222806334495544,829,436,865,483
136,person,0.28867125511169434,987,372,1040,450
136,person,0.27024754881858826,838,396,867,455
137,person,0.8926578760147095,1020,396,1209,714
137,person,0.8789346218109131,364,393,498,717
137,person,0.8403836488723755,577,425,713,715
137,person,0.8398743867874146,520,422,609,657
137,person,0.8205608129501343,14,423,154,717
137,person,0.7574419975280762,932,419,1013,621
137,person,0.6399848461151123,141,564,206,720
137,person,0.6217787265777588,155,407,255,659
137,person,0.5955156683921814,1164,410,1267,711
137,person,0.3914659023284912,222,434,279,600
137,person,0.38983556628227234,225,436,277,493
137,person,0.3545076549053192,1188,401,1277,704
137,person,0.34650588035583496,1130,387,1164,469
137,person,0.30698180198669434,846,394,874,468
137,suitcase,0.30081111192703247,990,646,1049,720
137,motorcycle,0.28752174973487854,822,435,863,483
137,person,0.25804296135902405,1235,391,1279,463
138,person,0.9014303684234619,1017,392,1207,714
138,person,0.8483782410621643,354,393,482,717
138,person,0.8368615508079529,4,424,145,719
138,person,0.8315920829772949,509,421,600,659
138,person,0.7953791618347168,922,419,1006,620
138,person,0.7446463704109192,558,424,699,716
138,person,0.7216445207595825,151,407,249,661
138,person,0.6889180541038513,1150,417,1246,710
138,person,0.6784911155700684,133,564,197,720
138,suitcase,0.48773130774497986,984,646,1045,720
138,person,0.4407874345779419,219,436,271,493
138,person,0.36586225032806396,219,433,272,602
138,person,0.3222569525241852,976,371,1034,455
138,person,0.2671051323413849,213,434,270,570
138,person,0.2614479064941406,825,394,862,469
138,person,0.2609368562698364,832,394,868,464
138,handbag,0.2608278691768646,915,448,963,529
138,person,0.2599353790283203,834,396,868,444
138,handbag,0.25845152139663696,914,470,962,524
138,person,0.25028175115585327,1124,395,1156,467
139,person,0.8973077535629272,1007,390,1194,715
139,person,0.8520166873931885,333,389,463,717
139,person,0.8450206518173218,0,424,123,717
139,person,0.7910333871841431,912,422,993,618
139,person,0.7894456386566162,496,421,582,662
139,person,0.7654213309288025,544,420,680,717
139,person,0.6373575329780579,133,405,238,661
139,person,0.578785240650177,1128,419,1233,713
139,person,0.43563541769981384,207,436,259,492
139,person,0.4139465093612671,965,373,1016,451
139,person,0.4088467061519623,1229,415,1279,653
139,person,0.3848956823348999,821,395,855,469
139,person,0.3230670988559723,821,396,850,446
139,person,0.292489230632782,791,396,816,453
139,suitcase,0.2660476863384247,972,644,1033,720
139,person,0.2657209634780884,1177,399,1246,501
139,person,0.2654018998146057,1111,392,1142,463
139,motorcycle,0.26428332924842834,808,434,848,482
139,motorcycle,0.2619687616825104,703,438,793,512
139,person,0.2607480585575104,813,397,845,477
140,person,0.8816677927970886,1002,389,1184,716
140,person,0.877505898475647,0,426,120,717
140,person,0.841230571269989,320,388,448,716
140,person,0.8162195086479187,521,421,668,715
140,person,0.792616605758667,910,418,988,618
140,person,0.6225249767303467,124,406,228,661
140,person,0.614667534828186,1131,402,1231,708
140,person,0.5929956436157227,487,424,572,671
140,person,0.5493277907371521,1232,406,1279,648
140,person,0.5182271003723145,109,591,175,720
140,suitcase,0.4344121515750885,967,643,1029,720
140,person,0.3933608829975128,194,434,251,597
140,person,0.3823113739490509,955,373,1007,453
140,person,0.3625187277793884,1157,402,1245,702
140,person,0.3092656135559082,808,395,844,476
140,person,0.29601001739501953,809,396,840,456
140,person,0.27104902267456055,1206,389,1247,463
141,person,0.9009597897529602,995,382,1176,716
141,person,0.840093195438385,300,387,431,716
141,person,0.8342868089675903,0,423,111,716
141,person,0.8169325590133667,505,415,658,717
141,person,0.8163846135139465,902,419,979,617
141,person,0.7688083648681641,120,406,222,664
141,person,0.729851245880127,1230,397,1279,647
141,person,0.7030802965164185,1137,402,1219,704
141,person,0.586525022983551,477,424,562,615
141,person,0.49940669536590576,187,433,243,598
141,person,0.4589279294013977,946,372,999,452
141,person,0.3849721848964691,801,395,835,470
141,person,0.37459269165992737,96,596,164,720
141,suitcase,0.37398287653923035,960,642,1019,720
141,handbag,0.3513379991054535,1215,538,1246,600
141,person,0.31974780559539795,802,396,832,449
141,person,0.2909225523471832,1203,399,1279,650
142,person,0.8969077467918396,984,382,1163,715
142,person,0.8663639426231384,282,382,415,717
142,person,0.8460790514945984,0,424,96,716
142,person,0.829063355922699,470,426,644,715
142,person,0.8198716640472412,886,419,964,620
142,person,0.7529520392417908,1211,404,1279,644
142,person,0.6215148568153381,462,428,541,601
142,person,0.6145515441894531,104,403,207,662
142,person,0.48442235589027405,176,435,228,492
142,person,0.47983142733573914,1098,412,1194,713
142,person,0.3452993929386139,790,395,821,463
142,person,0.33547094464302063,811,398,834,445
142,person,0.3050421178340912,790,396,816,443
142,person,0.2601524293422699,176,434,228,549
142,person,0.25139880180358887,1142,402,1216,700
143,person,0.9008644223213196,975,380,1146,716
143,person,0.8809891939163208,263,380,397,716
143,person,0.8591613173484802,444,417,634,715
143,person,0.8002615571022034,877,419,955,619
143,person,0.7899805307388306,89,403,193,663
143,person,0.7805769443511963,1194,409,1279,644
143,person,0.714341402053833,0,419,77,716
143,person,0.6789958477020264,449,426,517,594
143,person,0.6226145625114441,1096,411,1188,707
143,person,0.5796036124229431,162,435,213,491
143,suitcase,0.47977834939956665,934,642,995,720
143,person,0.33266681432724,1121,401,1201,700
143,motorcycle,0.2858054041862488,767,433,813,483
143,person,0.25475937128067017,926,376,973,453
144,person,0.8966342806816101,969,379,1139,716
144,person,0.8651310205459595,424,419,628,715
144,person,0.8384147882461548,244,378,385,718
144,person,0.8193782567977905,868,418,946,621
144,person,0.7353507280349731,1186,410,1276,644
144,person,0.7306833267211914,81,403,179,663
144,person,0.6690056324005127,0,418,64,718
144,person,0.5206025838851929,1092,409,1184,711
144,person,0.4679373502731323,151,432,204,491
144,person,0.42861711978912354,435,425,507,588
144,person,0.385436475276947,767,399,802,478
144,person,0.35607925057411194,152,433,203,573
144,motorcycle,0.33721789717674255,761,437,797,484
144,person,0.2866517901420593,0,429,48,586
144,car,0.27460208535194397,548,391,589,411
144,suitcase,0.2571326196193695,930,643,987,720
144,person,0.2500114142894745,914,378,962,455
145,person,0.8904154300689697,968,379,1136,717
145,person,0.8694582581520081,230,381,375,719
145,person,0.8240641355514526,403,424,621,715
145,person,0.8094042539596558,865,419,944,622
145,person,0.7351225018501282,1165,412,1270,646
145,person,0.6755122542381287,70,403,179,662
145,person,0.5903533101081848,0,427,61,718
145,person,0.5755406022071838,1076,414,1165,714
145,person,0.4596547484397888,144,434,197,491
145,person,0.28842851519584656,146,433,197,567
145,person,0.28679606318473816,918,381,964,458
145,suitcase,0.2785525619983673,923,645,982,720
145,person,0.2563064694404602,430,425,500,586
145,motorcycle,0.25586095452308655,624,443,748,516
146,person,0.9060466289520264,387,423,612,715
146,person,0.8994155526161194,217,386,363,719
146,person,0.8900602459907532,966,380,1129,717
146,person,0.819442629814148,1161,409,1262,646
146,person,0.8057284951210022,862,421,940,623
146,person,0.6753123998641968,1072,416,1164,708
146,person,0.6646251082420349,65,404,162,664
146,person,0.5319660902023315,0,459,54,717
146,suitcase,0.45526692271232605,922,646,978,720
146,person,0.4460679590702057,136,432,191,493
146,person,0.37861284613609314,758,400,792,475
146,person,0.3557773232460022,155,297,196,379
146,person,0.29689711332321167,759,400,791,450
146,person,0.28702545166015625,546,443,600,539
146,person,0.2845902740955353,772,401,799,456
146,person,0.27566441893577576,547,443,597,515
147,person,0.8971177339553833,963,383,1125,717
147,person,0.8964701890945435,372,423,603,716
147,person,0.8525504469871521,206,385,351,719
147,person,0.7974008321762085,1161,412,1256,647
147,person,0.7911733984947205,860,421,936,622
147,person,0.716679036617279,55,405,158,669
147,person,0.5807467699050903,1063,415,1154,705
147,person,0.5690523386001587,124,433,184,607
147,person,0.5411036610603333,0,496,51,720
147,person,0.3884991705417633,859,404,901,459
147,person,0.38779887557029724,750,400,794,481
147,person,0.3244977295398712,760,400,794,472
147,person,0.2664117217063904,149,298,187,378
147,person,0.25586944818496704,1114,389,1177,639
148,person,0.9070522785186768,959,382,1119,717
148,person,0.8898911476135254,361,428,590,716
148,person,0.8572041392326355,195,386,341,718
148,person,0.8127859830856323,1155,411,1248,649
148,person,0.7578683495521545,47,404,156,670
148,person,0.7547991275787354,854,421,930,621
148,person,0.6215983629226685,1060,412,1152,701
148,person,0.548931896686554,121,435,175,496
148,person,0.5052610635757446,0,495,39,720
148,person,0.3921344578266144,139,298,177,379
148,motorcycle,0.3560454845428467,604,442,731,517
148,person,0.33705249428749084,850,398,899,461
148,person,0.3180779814720154,1089,407,1164,699
148,handbag,0.2958720326423645,850,477,897,528
148,person,0.27200692892074585,121,432,175,573
149,person,0.9114075899124146,954,380,1110,717
149,person,0.8960350155830383,351,430,572,716
149,person,0.8452379703521729,852,420,926,621
149,person,0.8413034677505493,178,387,326,717
149,person,0.7766406536102295,1145,412,1241,649
149,person,0.6930155754089355,40,405,142,670
149,person,0.6092289090156555,1056,409,1150,694
149,handbag,0.45530417561531067,847,455,891,532
149,person,0.3803858458995819,110,436,168,582
149,person,0.3730164170265198,743,402,774,476
149,person,0.349155992269516,846,400,896,458
149,person,0.33324578404426575,132,299,172,378
149,person,0.32704228162765503,736,401,771,481
149,person,0.31227681040763855,115,436,169,497
149,person,0.2583790719509125,523,447,583,543
149,motorcycle,0.2566274106502533,599,441,724,517
150,person,0.8879979848861694,951,380,1106,716
150,person,0.8785009384155273,340,428,563,716
150,person,0.8405364751815796,164,389,313,718
150,person,0.8163493275642395,1139,415,1236,650
150,person,0.8007602095603943,847,422,921,621
150,person,0.6957381963729858,32,406,138,674
150,person,0.5262171626091003,106,437,162,498
150,person,0.4519053101539612,123,297,162,379
150,person,0.39569225907325745,1053,408,1140,695
150,person,0.3234098255634308,745,401,773,465
150,person,0.2816459536552429,733,400,770,481
150,bicycle,0.27628517150878906,727,438,763,486
150,person,0.25093409419059753,105,436,161,557
151,person,0.8981713652610779,142,391,298,717
151,person,0.8744235038757324,946,379,1101,716
151,person,0.850771963596344,1126,414,1229,654
151,person,0.8400731682777405,337,425,556,716
151,person,0.7987176775932312,840,421,918,623
151,person,0.7677285075187683,24,402,119,674
151,person,0.5907127857208252,1043,404,1132,698
151,person,0.5266463756561279,100,435,156,498
151,person,0.3595940172672272,579,419,654,516
151,person,0.3032754063606262,727,401,765,478
151,person,0.2910042703151703,736,401,769,466
151,person,0.275349497795105,834,391,885,461
151,person,0.2554861009120941,94,435,159,575
151,handbag,0.2554689049720764,839,476,882,529
151,person,0.25523170828819275,1255,404,1279,568
152,person,0.8696699738502502,943,377,1094,716
152,person,0.8606536984443665,117,393,283,717
152,person,0.8342850208282471,335,427,540,716
152,person,0.8303639888763428,1129,416,1222,656
152,person,0.7609134316444397,19,404,125,677
152,person,0.7427433729171753,837,419,915,626
152,person,0.48110079765319824,1038,410,1127,694
152,person,0.3713894784450531,108,295,150,380
152,person,0.35818910598754883,93,437,151,498
152,person,0.3498338758945465,724,402,760,477
152,person,0.3456025719642639,716,401,755,482
152,person,0.3430140018463135,1243,388,1279,578
152,person,0.31334999203681946,830,392,887,462
152,handbag,0.31077662110328674,833,472,879,528
152,person,0.30226024985313416,91,436,157,603
152,person,0.29017576575279236,1251,413,1279,580
152,person,0.28313148021698,279,472,353,535
152,motorcycle,0.2654966711997986,588,440,712,517
153,person,0.8616504073143005,940,377,1090,715
153,person,0.8601495027542114,100,390,264,715
153,person,0.8577229976654053,344,415,525,716
153,person,0.8251053690910339,1113,416,1218,657
153,person,0.7523102164268494,834,425,910,630
153,person,0.7477086782455444,9,404,109,677
153,person,0.6208752989768982,1242,415,1279,581
153,person,0.5269519090652466,1036,408,1126,693
153,bicycle,0.3767349123954773,711,439,747,485
153,person,0.3472016453742981,731,402,759,469
153,person,0.3422839045524597,719,400,757,481
153,person,0.3241385519504547,271,471,350,534
153,handbag,0.2966311275959015,830,469,876,533
153,person,0.28096917271614075,824,386,888,465
153,person,0.256648987531662,80,439,145,582
153,person,0.252381831407547,491,449,562,541
153,person,0.2508579194545746,88,438,141,499
154,person,0.8640990853309631,83,389,248,717
154,person,0.854788064956665,344,420,524,715
154,person,0.8530203700065613,935,378,1085,715
154,person,0.7776567339897156,1110,418,1211,661
154,person,0.7204014658927917,829,422,911,628
154,person,0.6969099044799805,5,403,101,680
154,person,0.5387263894081116,1039,398,1121,691
154,person,0.5355150103569031,1238,407,1279,581
154,motorcycle,0.3523181676864624,581,442,702,516
154,person,0.33285045623779297,715,399,754,480
154,person,0.3236158788204193,1192,401,1242,534
154,person,0.32224351167678833,724,402,756,478
155,person,0.8789167404174805,335,426,507,716
155,person,0.862733781337738,66,386,228,714
155,person,0.8584495186805725,931,377,1076,716
155,person,0.8167102336883545,1105,417,1205,660
155,person,0.766242265701294,824,422,907,628
155,person,0.69598788022995,0,403,93,683
155,person,0.692380964756012,1227,402,1279,582
155,person,0.5558004379272461,1030,406,1115,689
155,person,0.41313794255256653,783,389,800,446
155,person,0.3895478844642639,478,447,552,540
155,person,0.3378893733024597,709,400,747,479
155,person,0.32287245988845825,255,473,342,531
155,person,0.28709903359413147,91,296,128,381
155,handbag,0.2860492765903473,823,483,867,529
155,person,0.2858039140701294,233,472,343,618
155,person,0.2673744857311249,1181,409,1235,536
155,person,0.2543107569217682,719,401,750,468
156,person,0.8865050673484802,45,385,213,715
156,person,0.8664096593856812,931,379,1068,717
156,person,0.8380483984947205,1098,416,1198,660
156,person,0.8299247622489929,320,412,498,717
156,person,0.7709223628044128,817,422,899,630
156,person,0.7691311836242676,0,405,75,692
156,person,0.6526640057563782,1219,404,1279,583
156,person,0.49123695492744446,1019,418,1109,696
156,person,0.4049238860607147,698,399,738,483
156,handbag,0.35393375158309937,816,464,862,533
156,person,0.3270624279975891,1054,416,1107,688
156,motorcycle,0.3207716941833496,563,442,689,518
156,person,0.2678993344306946,810,390,875,465
156,person,0.26197782158851624,1181,405,1228,538
156,motorcycle,0.2513507604598999,696,440,734,486
156,person,0.2500554323196411,272,474,334,533
157,person,0.8595646023750305,313,423,492,717
157,person,0.8591857552528381,929,377,1066,717
157,person,0.8529644012451172,15,380,199,715
157,person,0.8248115181922913,815,426,891,635
157,person,0.817550539970398,1091,419,1194,663
157,person,0.6374693512916565,1215,406,1272,582
157,person,0.5943714380264282,1018,423,1102,699
157,motorcycle,0.3998018205165863,561,445,689,519
157,handbag,0.36429017782211304,814,465,860,535
157,person,0.3583861291408539,709,404,738,448
157,person,0.33221784234046936,698,402,728,462
157,person,0.3136237859725952,1169,409,1223,542
157,person,0.2966448664665222,76,294,119,378
157,person,0.29550689458847046,1047,421,1100,692
157,person,0.2859610915184021,697,401,737,480
157,person,0.2786983251571655,250,474,329,530
157,person,0.264700710773468,1256,410,1279,586
157,person,0.2637404501438141,698,401,722,447
157,person,0.260398805141449,808,393,864,469
158,person,0.8845670223236084,0,379,188,717
158,person,0.8600399494171143,918,380,1060,716
158,person,0.8266091346740723,1087,426,1189,666
158,person,0.8211581110954285,296,426,479,719
158,person,0.7657144069671631,811,424,895,638
158,person,0.621159553527832,1206,410,1259,583
158,person,0.47432005405426025,1013,405,1100,697
158,person,0.36520734429359436,1247,413,1279,585
158,person,0.3116123378276825,1165,409,1218,548
158,person,0.2977239191532135,70,295,113,377
158,person,0.2896016836166382,801,395,860,470
158,handbag,0.2825985550880432,807,483,857,539
158,person,0.2811223864555359,695,404,726,459
158,person,0.27207237482070923,693,405,730,486
158,person,0.2526804208755493,714,405,737,446
159,person,0.904971182346344,0,383,178,718
159,person,0.8278314471244812,1087,429,1183,670
159,person,0.8256680965423584,919,386,1055,717
159,person,0.8117396831512451,282,434,466,717
159,person,0.7774254083633423,806,432,888,642
159,person,0.6463853716850281,1199,411,1249,588
159,person,0.5345765948295593,1017,412,1096,698
159,person,0.4424295127391815,686,408,729,491
159,motorcycle,0.3618852198123932,552,453,674,525
159,person,0.33154305815696716,1162,415,1209,549
159,person,0.29817819595336914,1243,414,1279,588
159,handbag,0.28502970933914185,804,485,850,542
159,person,0.27549001574516296,797,398,857,474
159,person,0.26554346084594727,687,406,715,479
160,person,0.912368893623352,0,384,167,717
160,person,0.83680659532547,911,384,1055,716
160,person,0.7968742251396179,1078,428,1181,678
160,person,0.793923020362854,271,445,458,718
160,person,0.6910163760185242,803,431,883,646
160,person,0.6572650671005249,1193,415,1245,591
160,person,0.551505982875824,1008,414,1091,702
160,handbag,0.540554940700531,799,479,849,547
160,person,0.3129054009914398,1237,416,1279,592
160,person,0.29804491996765137,1150,421,1204,560
160,person,0.2612614929676056,1227,410,1264,594
160,person,0.2513614892959595,680,411,714,490
161,person,0.9059765338897705,0,390,155,717
161,person,0.8423309326171875,916,395,1049,716
161,person,0.7502183318138123,1078,435,1176,683
161,person,0.7343615293502808,802,442,878,654
161,person,0.57317054271698,237,452,446,718
161,person,0.5121755003929138,1013,427,1086,710
161,person,0.49323323369026184,1190,424,1244,596
161,handbag,0.4313180446624756,797,488,845,552
161,person,0.4126003682613373,1238,415,1279,602
161,person,0.36230194568634033,1149,425,1201,567
161,person,0.2681858539581299,409,437,438,482
161,person,0.2670176923274994,679,418,711,466
162,person,0.8980005979537964,0,398,142,718
162,person,0.8308467268943787,911,403,1043,717
162,person,0.8135491609573364,1072,447,1173,690
162,person,0.7237576842308044,796,447,875,659
162,person,0.7108656764030457,223,461,425,716
162,person,0.530756950378418,1185,435,1240,601
162,person,0.4477723240852356,1015,437,1087,715
162,person,0.4082638621330261,1236,425,1279,608
162,person,0.38354164361953735,668,421,713,505
162,handbag,0.31213319301605225,793,500,841,559
162,person,0.27182620763778687,1205,442,1243,602
162,motorcycle,0.2712111175060272,662,455,709,509
163,person,0.8837023973464966,0,407,122,719
163,person,0.844218909740448,909,410,1042,715
163,person,0.7880793213844299,1070,445,1170,697
163,person,0.7069286108016968,212,459,409,716
163,person,0.6911688446998596,795,450,873,664
163,person,0.5841166377067566,1177,436,1228,606
163,person,0.5446209907531738,1228,428,1279,614
163,person,0.3474803566932678,669,423,714,496
163,bench,0.2835947275161743,369,509,454,605
163,person,0.2718968987464905,780,415,840,511
163,handbag,0.2679516673088074,789,510,836,566
163,person,0.26636430621147156,666,424,709,511
164,person,0.847763180732727,908,415,1040,716
164,person,0.8301366567611694,0,426,101,719
164,person,0.8071458339691162,1065,453,1166,704
164,person,0.8047158718109131,788,458,870,674
164,person,0.7376592755317688,200,467,390,718
164,person,0.6257234215736389,1221,427,1279,621
164,person,0.4896640479564667,18,473,68,531
164,person,0.48955026268959045,1172,444,1225,611
164,handbag,0.38158586621284485,783,502,833,571
164,person,0.3362496495246887,663,434,700,520
164,person,0.33522340655326843,993,445,1077,716
164,bench,0.284892737865448,367,520,450,609
164,person,0.26530349254608154,665,433,698,495
164,person,0.2586994469165802,1021,445,1076,718
165,person,0.8602011799812317,903,421,1037,715
165,person,0.8304986953735352,785,463,865,679
165,person,0.8166211247444153,1060,456,1166,709
165,person,0.6415248513221741,186,480,372,718
165,person,0.6288273334503174,1218,444,1279,626
165,person,0.5829528570175171,0,515,76,717
165,person,0.5281110405921936,3,481,60,544
165,person,0.526242196559906,1165,447,1218,616
165,handbag,0.5076558589935303,782,502,826,580
165,person,0.40362146496772766,990,450,1068,715
165,person,0.351749449968338,284,476,371,659
165,person,0.3374517560005188,660,440,697,521
165,bench,0.32199424505233765,361,532,445,615
165,chair,0.30956169962882996,368,655,482,720
166,person,0.8454832434654236,902,424,1035,714
166,person,0.8182479739189148,783,469,865,686
166,person,0.7995656132698059,1062,471,1163,710
166,person,0.7089245319366455,1218,443,1279,631
166,person,0.6969972848892212,0,536,57,716
166,person,0.6695461273193359,265,486,366,681
166,person,0.664182186126709,155,509,358,719
166,person,0.6631993055343628,1160,450,1218,622
166,person,0.6482082009315491,0,488,53,555
166,person,0.4467158019542694,652,446,692,532
166,bench,0.3987041711807251,351,539,438,621
166,person,0.32537031173706055,994,462,1065,717
166,handbag,0.288961261510849,779,514,825,584
167,person,0.8237496614456177,901,428,1033,714
167,person,0.7949615120887756,1052,468,1161,711
167,person,0.7941870093345642,776,473,861,692
