timestamp,text,confidence,bbox
3.0,Hpali} =,0.01231896958000245,"[[np.float64(177.25721864729178), np.float64(328.1430466182295)], [np.float64(223.9643103837843), np.float64(337.62385545842426)], [np.float64(219.74278135270822), np.float64(356.8569533817705)], [np.float64(173.0356896162157), np.float64(347.37614454157574)]]"
17.0,ARHEHE,0.08760385109166971,"[[np.int32(935), np.int32(695)], [np.int32(971), np.int32(695)], [np.int32(971), np.int32(709)], [np.int32(935), np.int32(709)]]"
