timestamp,class_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
0.0,0,person,0.8710732460021973,17.30793571472168,143.7628173828125,80.0418701171875,269.1197509765625
0.0,0,person,0.8535645604133606,346.1299743652344,142.19769287109375,400.10906982421875,268.8518981933594
0.0,0,person,0.8284854292869568,412.242919921875,156.3995819091797,447.9103698730469,248.75521850585938
0.0,0,person,0.7957277297973633,120.35502624511719,155.43370056152344,186.84112548828125,268.6549072265625
0.0,0,person,0.7816324234008789,306.51336669921875,159.21859741210938,335.6545715332031,238.1051483154297
0.0,0,person,0.6004801988601685,0.03031444549560547,150.62066650390625,28.42677879333496,268.2079772949219
0.0,0,person,0.5109326839447021,455.66778564453125,151.42391967773438,476.9699401855469,219.697998046875
0.0,0,person,0.32638004422187805,261.9591979980469,150.68576049804688,278.1775817871094,180.3304901123047
0.0,0,person,0.3213689625263214,386.6270751953125,155.8751220703125,416.2049255371094,263.8013916015625
0.0,3,motorcycle,0.31621432304382324,258.2630615234375,164.83889770507812,275.4421081542969,182.55825805664062
0.0,0,person,0.26429930329322815,437.5501708984375,153.939697265625,460.029541015625,204.15858459472656
0.0,0,person,0.2619377672672272,0.19349391758441925,151.6917266845703,28.953998565673828,206.8590087890625
0.04,0,person,0.8785355687141418,4.175444602966309,143.08099365234375,75.06746673583984,268.3989562988281
0.04,0,person,0.8571605682373047,345.47216796875,141.6022186279297,397.9501647949219,268.5367431640625
0.04,0,person,0.8142797350883484,410.6131896972656,157.5802764892578,446.2620544433594,249.5658416748047
0.04,0,person,0.7797597050666809,116.52264404296875,155.7466278076172,190.22189331054688,268.48419189453125
0.04,0,person,0.7643258571624756,305.4729309082031,157.67587280273438,333.900390625,239.0531463623047
0.04,0,person,0.5266531109809875,453.08026123046875,153.66046142578125,473.8807067871094,218.92929077148438
0.04,0,person,0.5149704813957214,387.6589050292969,158.62033081054688,415.9706726074219,260.7314147949219
0.04,0,person,0.39823663234710693,259.37518310546875,151.26023864746094,274.79388427734375,182.19683837890625
0.04,26,handbag,0.27674490213394165,304.05474853515625,181.70350646972656,320.6445617675781,200.25909423828125
0.04,0,person,0.25873467326164246,435.94488525390625,154.87173461914062,456.0071105957031,205.17532348632812
0.08,0,person,0.8970582485198975,0.10827157646417618,142.5748291015625,70.45034790039062,268.5783386230469
0.08,0,person,0.852874219417572,342.92645263671875,142.2237091064453,396.7583312988281,268.53985595703125
0.08,0,person,0.8170635104179382,408.0464782714844,158.27040100097656,444.35406494140625,250.4978790283203
0.08,0,person,0.8056232929229736,111.53710174560547,159.62515258789062,179.2121124267578,268.7629089355469
0.08,0,person,0.771032452583313,303.59051513671875,157.4102783203125,333.5534973144531,240.55885314941406
0.08,0,person,0.5383619666099548,450.9480285644531,154.46688842773438,470.03692626953125,219.38645935058594
0.08,0,person,0.4511052072048187,256.8883972167969,151.9715118408203,274.13079833984375,182.85166931152344
0.08,0,person,0.4171868562698364,466.9927978515625,155.66160583496094,477.8281555175781,221.27268981933594
0.08,0,person,0.3737669885158539,381.4651794433594,157.7141571044922,413.97674560546875,261.0361328125
0.08,7,truck,0.2602541446685791,290.5287170410156,129.76068115234375,382.5082092285156,211.54299926757812
0.08,0,person,0.25130850076675415,390.6563720703125,158.28134155273438,414.9290771484375,260.366455078125
0.12,0,person,0.9112915396690369,0.0717688798904419,143.74339294433594,66.88717651367188,268.7845458984375
0.12,0,person,0.8484594225883484,342.16357421875,143.16783142089844,395.2853698730469,268.3724060058594
0.12,0,person,0.8006452322006226,406.3714904785156,159.6304473876953,443.154541015625,251.7660675048828
0.12,0,person,0.7569760084152222,301.5409851074219,161.94842529296875,332.296142578125,241.40628051757812
0.12,0,person,0.7339377403259277,103.18657684326172,159.9026641845703,174.74478149414062,268.6932678222656
0.12,0,person,0.3874099552631378,463.333740234375,156.0760040283203,477.90545654296875,221.2572021484375
0.12,0,person,0.37901028990745544,448.18609619140625,155.45188903808594,465.604736328125,218.3079071044922
0.12,0,person,0.340036004781723,255.1768798828125,152.65687561035156,272.93341064453125,184.62124633789062
0.12,3,motorcycle,0.3061961233615875,157.01251220703125,168.1063690185547,199.57440185546875,214.45355224609375
0.12,0,person,0.2512645423412323,379.5011291503906,156.0175323486328,409.1573181152344,260.7926330566406
0.16,0,person,0.9097968339920044,0.023225879296660423,144.4095001220703,62.31508255004883,268.7061462402344
0.16,0,person,0.8567233681678772,339.1681823730469,145.40077209472656,394.4404296875,268.24993896484375
0.16,0,person,0.7933976054191589,403.4534606933594,161.48428344726562,441.01837158203125,255.1192169189453
0.16,0,person,0.787712574005127,300.89971923828125,163.1443634033203,330.4660949707031,243.87033081054688
0.16,0,person,0.786486029624939,100.79911041259766,162.50616455078125,172.16973876953125,269.0821533203125
0.16,0,person,0.5522807836532593,445.48394775390625,155.89871215820312,464.2857360839844,221.70057678222656
0.16,0,person,0.35148540139198303,252.91050720214844,155.6668701171875,268.6568603515625,186.23016357421875
0.16,0,person,0.3454979658126831,464.24169921875,158.04461669921875,477.88641357421875,222.5162811279297
0.16,2,car,0.3291141390800476,270.1761169433594,156.96160888671875,286.15350341796875,166.362060546875
0.16,0,person,0.30487245321273804,378.5771179199219,157.5103759765625,409.6747131347656,264.5052795410156
0.2,0,person,0.9045294523239136,0.0,146.80825805664062,57.365699768066406,268.8666687011719
0.2,0,person,0.8362047076225281,340.3624267578125,149.47314453125,393.632080078125,268.4466247558594
0.2,0,person,0.7788667678833008,402.6495056152344,163.71937561035156,439.7938537597656,257.7037353515625
0.2,0,person,0.752809464931488,299.9253845214844,163.85081481933594,328.7799072265625,246.70916748046875
0.2,0,person,0.6296364665031433,89.74897003173828,165.9100799560547,169.4513702392578,269.02935791015625
0.2,0,person,0.4055308997631073,445.085205078125,160.90084838867188,461.4087829589844,224.22767639160156
0.2,0,person,0.3883591890335083,376.8387756347656,161.4838409423828,408.5439453125,264.8758850097656
0.2,3,motorcycle,0.3150242865085602,249.0433807373047,170.6111602783203,266.2158508300781,189.07176208496094
0.2,0,person,0.30168378353118896,463.0341491699219,160.98484802246094,478.0,224.6682891845703
